Level;Description;Number;Onset_Date;Onset_Time;Offset_Date;Offset_Time;Duration_Date;Duration_Time;Mutual;Avert;Refer;Follow;Share;Single gaze;Supporting gesture;Supporting behavior;Transcript
3;;242;0d;00:04:00.080;0d;00:04:00.400;0d;00:00:00.360;;;Refer -T;;;;;;
3;;243;0d;00:04:00.320;0d;00:04:00.400;0d;00:00:00.120;;;;Follow - CT;;;;;
3;;244;0d;00:04:00.400;0d;00:04:09.640;0d;00:00:09.280;;;;;Share - CT;;;;<BR>
3;;245;0d;00:04:09.720;0d;00:04:09.840;0d;00:00:00.160;Mutual - CT;;;;;;;;
3;;246;0d;00:04:09.880;0d;00:04:10.160;0d;00:00:00.320;;;Refer -T;;;;;;
3;;247;0d;00:04:10.080;0d;00:04:10.160;0d;00:00:00.120;;;;Follow - CT;;;;;
3;;248;0d;00:04:10.160;0d;00:04:14.320;0d;00:00:04.200;;;;;Share - CT;;;;<BR>
3;;249;0d;00:04:14.440;0d;00:04:14.680;0d;00:00:00.280;Mutual - CT;;;;;;;;
3;;250;0d;00:04:14.720;0d;00:04:15.080;0d;00:00:00.400;;;Refer -T;;;;;;
3;;251;0d;00:04:15.000;0d;00:04:15.080;0d;00:00:00.120;;;;Follow - CT;;;;;
3;;252;0d;00:04:15.080;0d;00:04:18.600;0d;00:00:03.560;;;;;Share - CT;;;;<BR>
3;;253;0d;00:04:18.760;0d;00:04:20.360;0d;00:00:01.640;;Avert - CT;;;;;;;
3;;254;0d;00:04:20.360;0d;00:04:56.440;0d;00:00:36.120;;;;;Share - CT;;;;<BR>
3;;255;0d;00:04:22.480;0d;00:04:24.120;0d;00:00:01.680;;;;;;;Supporting behavior- T;;sound, gesture
3;;256;0d;00:04:24.640;0d;00:04:26.000;0d;00:00:01.400;;;;;;;Supporting behavior- CT;;gesture
3;;996;0d;00:22:58.720;0d;00:23:01.880;0d;00:00:03.200;Mutual - CT;;;;;;;;
3;;997;0d;00:22:58.800;0d;00:22:59.560;0d;00:00:00.800;;;;;;;Supporting behavior- T;;gesture,
3;;998;0d;00:23:00.920;0d;00:23:11.240;0d;00:00:10.360;;;;;;;Supporting behavior- T;;gesture, point, language
3;;999;0d;00:23:01.880;0d;00:23:04.200;0d;00:00:02.360;;;Refer -T;;;;;;
3;;1000;0d;00:23:03.400;0d;00:23:04.200;0d;00:00:00.840;;;;Follow - CT;;;;;
3;;1001;0d;00:23:04.200;0d;00:23:07.800;0d;00:00:03.640;;;;;Share - CT;;;;
3;;1002;0d;00:23:07.800;0d;00:23:10.200;0d;00:00:02.440;;;;;;Single gaze - C;;;
3;;1003;0d;00:23:10.000;0d;00:23:11.440;0d;00:00:01.480;;;;;;;Supporting behavior- CT;;point, language
3;;1004;0d;00:23:10.120;0d;00:23:11.000;0d;00:00:00.920;;;Refer - CT;;;;;;
3;;1005;0d;00:23:10.560;0d;00:23:11.000;0d;00:00:00.480;;;;Follow - T;;;;;
3;;1006;0d;00:23:11.000;0d;00:23:11.320;0d;00:00:00.360;;;;;Share - CT;;;;
3;;1007;0d;00:23:11.440;0d;00:23:11.880;0d;00:00:00.480;;;;;;Single gaze - C;;;
3;;1008;0d;00:23:11.440;0d;00:23:12.000;0d;00:00:00.600;;;Refer -T;;;;;;
3;;1009;0d;00:23:11.440;0d;00:23:19.280;0d;00:00:07.880;;;;;;;Supporting behavior- T;;point, language
3;;1010;0d;00:23:11.880;0d;00:23:12.000;0d;00:00:00.160;;;;Follow - CT;;;;;
3;;1011;0d;00:23:12.000;0d;00:23:20.080;0d;00:00:08.120;;;;;Share - CT;;;;
3;;1012;0d;00:23:20.160;0d;00:23:22.960;0d;00:00:02.840;;;;;;;Supporting behavior- T;;sound, gesture, language
3;;1013;0d;00:23:21.280;0d;00:23:21.600;0d;00:00:00.360;;;;;Share - CT;;;;
3;;1014;0d;00:23:21.680;0d;00:23:24.080;0d;00:00:02.440;;;;;;Single gaze - C;;;Poster
3;;1015;0d;00:23:23.800;0d;00:23:25.600;0d;00:00:01.840;;;;;;;Supporting behavior- T;;
3;;1016;0d;00:23:24.080;0d;00:23:24.720;0d;00:00:00.680;;;;;Share - CT;;;;
3;;1017;0d;00:23:24.800;0d;00:23:25.520;0d;00:00:00.760;;;;;;Single gaze - C;;;Testerin
3;;1018;0d;00:23:25.520;0d;00:23:26.520;0d;00:00:01.040;;;;;Share - CT;;;;
3;;1019;0d;00:23:25.600;0d;00:23:34.240;0d;00:00:08.680;;;;;;;Supporting behavior- T;;point, langugage
3;;1020;0d;00:23:26.520;0d;00:23:26.920;0d;00:00:00.440;Mutual - CT;;;;;;;;
3;;1021;0d;00:23:27.000;0d;00:23:33.760;0d;00:00:06.800;;;Refer -T;;;;;;
3;;1022;0d;00:23:28.160;0d;00:23:32.240;0d;00:00:04.120;;;;Follow - CT;;;;;
3;;1023;0d;00:23:32.240;0d;00:23:33.760;0d;00:00:01.560;;;;;;Single gaze - C;;;Testerin, Poster
3;;1024;0d;00:23:33.760;0d;00:23:34.280;0d;00:00:00.560;Mutual - CT;;;;;;;;
3;;1025;0d;00:23:34.200;0d;00:23:38.760;0d;00:00:04.600;;;;;;;Supporting behavior- T;;gesture, sound, langugage
3;;1026;0d;00:23:34.280;0d;00:23:37.840;0d;00:00:03.600;;;;;Share - CT;;;;
3;;1027;0d;00:23:37.960;0d;00:23:42.600;0d;00:00:04.680;;;;;;Single gaze - C;;;Poster
3;;1028;0d;00:23:39.320;0d;00:23:45.520;0d;00:00:06.240;;;;;;;Supporting behavior- T;;gesture, sound,
3;;1029;0d;00:23:42.600;0d;00:23:42.720;0d;00:00:00.160;Mutual - CT;;;;;;;;
3;;1030;0d;00:23:42.760;0d;00:23:43.080;0d;00:00:00.360;;;Refer -T;;;;;;
3;;1031;0d;00:23:43.000;0d;00:23:43.080;0d;00:00:00.120;;;;Follow - CT;;;;;
3;;1032;0d;00:23:43.080;0d;00:23:43.800;0d;00:00:00.760;;;;;Share - CT;;;;
3;;1033;0d;00:23:43.880;0d;00:23:45.400;0d;00:00:01.560;;;;;;Single gaze - C;;;Poster
3;;1034;0d;00:23:45.400;0d;00:23:46.400;0d;00:00:01.040;Mutual - CT;;;;;;;;
3;;1035;0d;00:23:45.720;0d;00:23:51.840;0d;00:00:06.160;;;;;;;Supporting behavior- T;;point, language
3;;1036;0d;00:23:46.360;0d;00:23:47.880;0d;00:00:01.560;;;Refer -T;;;;;;
3;;1037;0d;00:23:46.760;0d;00:23:47.880;0d;00:00:01.160;;;;Follow - CT;;;;;
3;;1038;0d;00:23:47.880;0d;00:23:59.040;0d;00:00:11.200;;;;;Share - CT;;;;
3;;1039;0d;00:23:56.840;0d;00:23:58.960;0d;00:00:02.160;;;;;;;Supporting behavior- CT;;point, language
3;;1040;0d;00:23:59.000;0d;00:23:59.680;0d;00:00:00.720;;;;;;Single gaze - C;;;
3;;1041;0d;00:23:59.120;0d;00:24:00.440;0d;00:00:01.360;;;Refer -T;;;;;;
3;;1042;0d;00:23:59.800;0d;00:24:00.360;0d;00:00:00.600;;;;Follow - CT;;;;;
3;;1043;0d;00:24:00.360;0d;00:24:05.960;0d;00:00:05.640;;;;;Share - CT;;;;<BR>
3;;1044;0d;00:24:00.680;0d;00:24:02.800;0d;00:00:02.160;;;;;;;Supporting behavior- T;;point, language
3;;1045;0d;00:24:06.120;0d;00:24:06.600;0d;00:00:00.520;;;;;;Single gaze - C;;;Kiste
3;;1046;0d;00:24:07.200;0d;00:24:08.240;0d;00:00:01.080;Mutual - CT;;;;;;;;
3;;1047;0d;00:24:08.280;0d;00:24:09.040;0d;00:00:00.800;;Avert - CT;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;Gesamt;Mutual;Refer-T;Follow - CT;Share - CT;Supporting behavior T ;Refer-CT;Refer-T;Follow-T;Supporting behavior CT ;Avert - T;Avert- CT;;;;;
Rosa;308;43;30;29;70;37;24;30;24;8;3;14;;;;;
Merlinda;289;43;27;21;62;31;21;27;20;7;3;15;;;;;
